nombre,precioUnitario,unidad,precioFinal,URL,ingredientes,descripcion,categoria,marca,supermercado
Nuez moscada entera 25 g,"37,50",UNIDAD,"3,35 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A33430_00.jpg?t=20241004030033,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
"Bebida de aloe vera Aleo 0,5l","2,98€",LITRO,"1,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw4ed20ae1/Assets/031223_C1C1/large/b/6/9/7/b6977acfe6e5924b34a24b27e9067c3440931c3a_031223_C1C1.jpg?sw=400&sh=900&sm=fit,"Agua, jugo de manzana, ácido cítrico, gas carbónico",,Bebidas,,AHORRAMAS
Pizza prosciutto Dr. Oetker Ristorante caja 340 g,3.85,KILO,11.32,,"Frutas deshidratadas, jarabe de agave, nueces","Pizza tomate, jamón cocido sabor ahumado y queso.",Congelados,DIA,Dia
Ketchup cero 510 g,"7,65",KILO,"3,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A65462_00.jpg?t=20241106030124,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Juicy drop pop 26 g,"15,49",UNIDAD,"3,74 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A78473_00.jpg?t=20241106030057,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Amoniaco con detergente Dia botella 1.5 l,0.95,LITRO,0.63,,"Harina de maíz, agua, sal, antioxidantes",,Hogar,DIA,Dia
Vermouth rojo 1 l,"6,95",LITRO,"8,15 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A30356_00.jpg?t=20241106031117,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Brotes germinados Bonduelle pack 3 90g,"12,56€",KG.PESO ESC,,https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwc581fb37/Assets/052523_C1C1/large/1/1/4/6/11460f7d18f0d6882095a7a4208d19e2f188fe36_052523_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,AHORRAMAS
"Cacao soluble turbo 2,5 kg","22,43",KILO,"14,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A10294_00.jpg?t=20241106030342,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Chirimoya a granel,"3,75",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156166,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Filetes de sardina anchoada en salazón Kiele bandeja 50 g,1.89,KILO,37.8,,"Harina de maíz, agua, sal, antioxidantes",Filete de sardina anchoada en salazón,Frescos,DIA,Dia
Queso emmental rallado 200 g,"32,54",KILO,"1,70 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A79394_00.jpg?t=20241106030549,"Aceite de oliva, ajo, perejil, sal marina",,Lacteos,,BM
Acondicionador cabello Bodyplus 400ml dañado,"0,42€",100 ML.,"1,70€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw0732f0a2/Assets/070266_C1C1/large/1/1/2/2/1122482d2e00491aa507d80fb43fb293b8e265b2_070266_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Papel de regalo fantasía rollo 2 mt (modelos diferentes),0.99,METRO,0.5,,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,DIA,Dia
"Ambientador baño Ambipur 7,5ml hierba fresca","53,20€",100 ML.,"3,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw84f6961c/Assets/053042_C1C1/large/7/b/c/b/7bcbc620711efa01d7b5d1ead87313b9cebc45d1_053042_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Limpieza,,AHORRAMAS
Croquetas de jamón 500 g,"7,99",KILO,"2,90 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159299,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,BM
Apio verde (500 g aprox),"2,99",,"1,69 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A23225_00.jpg?t=20241108030043,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Vinagre de vino tinto 250 ml,"22,43",LITRO,"3,14 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A74150_00.jpg?t=20241010030341,"Harina de maíz, agua, sal, antioxidantes",,Bebidas,,BM
Huevos camperos La Quintería de Rujamar 12 unidades M-L,"3,05€",DOCENA,"3,05€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw6c095b7b/Assets/037449_C1C1/large/2/e/2/5/2e2578ec8889df4f3d669c9f1d65d2621fec3047_037449_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,AHORRAMAS
Anillas Rebozadas 210 g,"32,90",KILO,"4,40 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A06289_00.jpg?t=20241004030059,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Europipas 160 g,"37,50",KILO,"2,49 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A44788_00.jpg?t=20241103030101,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Sopa de pescado congelada 500 g,"7,99",KILO,"4,79 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159300,"Carne de cerdo, sal, pimienta, ajo en polvo",,Frescos,,BM
Tomate frito con aceite de oliva 3x210 g,"8,45",KILO,"2,85 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A37373_00.jpg?t=20241106030351,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Yogur Líquido Proteina Margui 400gr Fresa,"4,07€",KILO,"1,63€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw08e8d1f8/Assets/073226_C1C1/large/6/7/b/8/67b82145674cfb0b972130071178fbe8730e35af_073226_C1C1.jpg?sw=400&sh=900&sm=fit,"Leche de almendras, azúcar, estabilizantes, sal",,Lacteos,,AHORRAMAS
"Vino tinto DO Campo de Borja selección 0,75 l","6,95",LITRO,"5,62 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A03216_00.jpg?t=20241106031059,"Harina de maíz, agua, sal, antioxidantes",,Bebidas,,BM
Café Molido Mezcla 500 g,"15,49",KILO,"5,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A79757_00.jpg?t=20241108030102,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Tortilla de patata con cebolla 2 unidades 400 g,"6,95",KILO,"4,99 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731158730,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Bombones colección 15 unidades,"16,35",KILO,"8,95 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A74986_00.jpg?t=20241106030017,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Croissant de chocolate al horno 2 unidades,"14,60",,"1,05 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A22426_00.jpg?t=20240802030108,"Cacao, azúcar, manteca de cacao, vainilla",,Alimentacion,,BM
Melón,"2,03€",Kg,"2,03€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw6f9dbc4f/Assets/015425_C1C1/large/3/a/a/a/3aaa8549831001ed580400dd695ce69ae78b083b_015425_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Chocolate negro 70% 200 g,"7,95",KILO,"4,45 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A32033_00.jpg?t=20241106030341,"Cacao, azúcar, manteca de cacao, vainilla",,Alimentacion,,BM
Selección de turrones tradicionales 400 g,"15,49",KILO,"12,79 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A79710_00.jpg?t=20241106030019,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Cerveza lager Ramblers de Dia lata 33 cl,0.31,LITRO,0.94,,"Agua, malta de cebada, lúpulo, levadura",Cerveza,Bebidas,DIA,Dia
Perejil troceado 50 g,"7,99",KILO,"2,50 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159311,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Galleta bocaditos de limón 150 g,"9,29",KILO,"1,20 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A64485_00.jpg?t=20241106030048,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Chocolate blanco 100 g,"8,45",KILO,"1,90 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A80270_00.jpg?t=20241106030341,"Leche en polvo, cacao, azúcar, almendras",,Alimentacion,,BM
Crema facial de día L'Oréal revitalift 50ml hidratante antiarrugas,"19,00€",100 ML.,"9,50€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwd8de94a7/Assets/060319_C1C1/large/0/c/c/1/0cc1e074a7f72b85bb7cb431b7fd65465839988f_060319_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
"Aceite de oliva virgen Arbequina 0,5 l","8,45",LITRO,"6,79 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A10407_00.jpg?t=20241004030319,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Bombones Champs-Élysées 469 g,"8,45",KILO,"17,49 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A06561_00.jpg?t=20241106030342,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Crema de manos con vainilla Imaqe de Dia tubo 50 ml,1.0,,,,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,DIA,Dia
Gazpacho tradicional 1 l,"10,70",LITRO,"1,70 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A66559_00.jpg?t=20241107030143,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Tomate triturado 660 g,"23,25",KILO,"2,10 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-eco.svg,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
"Cepillo de dientes Colgate ZigZag limpieza profunda, medio, 3uds","1,12€",UNIDAD,"3,35€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwfb414a9a/Assets/05160_C1C1/large/7/4/5/3/7453d248b729fc5ff40e91f4b52c930fc87fc980_05160_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Chorizo oreado Selección de Dia bandeja 300 g,2.29,KILO,7.63,,"Frutas deshidratadas, jarabe de agave, nueces",Chorizo oreado,Frescos,DIA,Dia
Queso tierno extrafino en lonchas 80 g,"5,90",KILO,"2,45 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A66418_00.jpg?t=20241106030037,"Frutas deshidratadas, jarabe de agave, nueces",,Lacteos,,BM
Chocolatina Kinder 5u happy hippo con avellana,"33,88€",KILO,"3,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwf8edb45e/Assets/068467_C1C1/large/c/2/6/1/c261a49604bd36a506d0d9cea02a7aa82f607715_068467_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,AHORRAMAS
Yatekomo Hot&Spicy vaso de 60 g,"17,80",KILO,"1,69 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A89267_00.jpg?t=20241106030122,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Mini fuet King upp Pavo ElPozo 40 gr,"25,00€",KILO,"1,00€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwd9fdec60/Assets/051310_C1C1/large/5/c/5/b/5c5b7082ec2ce0c157b526fbde30776638580398_051310_C1C1.png?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Pepitas choc blanco,"15,49",KILO,"3,35 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A77000_00.jpg?t=20241027030006,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Galletas maría Galleteca de Dia paquete 800 g,1.45,KILO,1.81,,"Aceite de oliva, ajo, perejil, sal marina",Galleta María.,Alimentacion,DIA,Dia
Tinte de cabello Schwarzkopf Palette nº 7 rubio medio toffee,"4,69€",UNIDAD,"4,69€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw67a20bc2/Assets/03817_C1C1/large/3/9/a/e/39ae086a1ebeab1883637e2840ca13de1039a0de_03817_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Rallado 4 quesos La Tapería 180 gr,"9,80€",KILO,"1,96€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw90d15718/Assets/053703_C1C1/large/3/1/0/0/3100f0e9409ffb9859eba1e75045157b07af1553_053703_C1C1.JPG?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,AHORRAMAS
Repele mosquitos spray Autan 25 ml No+Pick,"346,00€",LITRO,"8,65€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwde306287/Assets/05000204717877_C1C1/large/5/2/4/d/524d2a587b74c592561f2c27c145d59a2ec291c2_05000204717877_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Limpieza,,AHORRAMAS
Helado super sandwich Alipende 4 uds cookies,"6,08€",LITRO,"3,65€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw5cfffcce/Assets/025762_C1C1/large/c/d/9/5/cd951ff666c963374257cd4e3c7f05ed89fbc99f_025762_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Congelados,,AHORRAMAS
Turrón chocolate con frutos secos 230 g,"8,45",KILO,"3,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A04043_00.jpg?t=20241023030208,"Leche en polvo, cacao, azúcar, almendras",,Alimentacion,,BM
Té al limón sin azúcar 33 cl,"6,95",LITRO,"0,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A02668_00.jpg?t=20241106030314,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Zapatilla Abierta Azul Achuchonas T-43-44,"13,95€",UNIDAD,"13,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw9b29e4f3/Assets/082549_C1C1/large/f/5/a/9/f5a9a1923a6072b287021af43eb1ee188dada6c4_082549_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,,AHORRAMAS
Pizza 4 quesos Al Punto Dia bandeja 390 g,2.89,KILO,7.41,,"Harina de maíz, agua, sal, antioxidantes",Pizza 4 quesos (39%). Plato preparado refrigerado,Alimentacion,DIA,Dia
Donuts glacé 4x166 g,"37,50",UNIDAD,"2,89 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A02528_00.jpg?t=20241109030125,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Nata para montar Alipende pack 3,"3,50€",LITRO,"2,10€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw609ae589/Assets/030036_C1C1/large/f/4/5/9/f459327279641f6773ad35acd53d5c7188b2d0a1_030036_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Lacteos,,AHORRAMAS
Puré de verduras con pescado Nestlé frasco 190 g,1.75,KILO,9.21,,"Carne de pollo, especias, conservantes naturales",Alimento infantil. Puré de verduras con abadejo.,Bebe,DIA,Dia
Piña en su jugo 510 g,"22,43",KILO,"3,69 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A01631_00.jpg?t=20241106030351,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Lavavajillas mano concentrado ultra Fairy botella 480 ml,2.99,LITRO,6.23,,"Aceite de oliva, ajo, perejil, sal marina",,Hogar,DIA,Dia
Café soluble con achicoria 260 g,"37,50",KILO,"9,29 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A09765_00.jpg?t=20241106031116,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Empanada de pollo El molino de Dia bolsa 120 g,0.69,KILO,5.75,,"Harina integral, aceite de oliva, semillas, sal",Empanada de pollo,Alimentacion,DIA,Dia
Vino tinto DO Madrid Vega Madroño joven,"3,40€",LITRO,"2,55€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwda38da36/Assets/054831_C1C1/large/4/7/b/4/47b4ef4e2f061be758f8250ad82977f9eedfd921_054831_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Bebidas,,AHORRAMAS
Jamón Duroc gran reserva al corte,"34,99",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156025,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,BM
Desodorante roll-on para hombre Sanex Men Active Control 48h antitranspirante 50ml,"4,20€",100 ML.,"2,10€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw6e4302d9/Assets/08718951463714_C1C1/large/3/3/9/9/33994d5f76482bda064e0d1d7bd706becc31d61a_08718951463714_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Queso oveja curado Vega Sotuelamos 200gr con trufa,"30,55€",KILO,"6,11€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw58acbdbd/Assets/069788_C1C1/large/0/e/1/4/0e14934670292bab4c9b733d6d2cf054c79d51aa_069788_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Pechuga de pollo entera Alipende 600g aproximadamente,"6,65€",Kg,"3,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwec88111e/Assets/033749_C1C1/large/c/f/9/b/cf9b72bf5639b2250fa1bfde84f107a62f69b692_33749_C1C1.JPG?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Lentejas con chorizo Al Punto Dia lata 415 g,1.33,KILO,3.2,,"Frutas deshidratadas, jarabe de agave, nueces",Lentejas con chorizo.,Alimentacion,DIA,Dia
Harina de espelta integral 1kg,"15,49",KILO,"3,04 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A80146_00.jpg?t=20241003030644,"Harina integral, aceite de oliva, semillas, sal",,Alimentacion,,BM
Ambientador eléctrico Ambipur 3volution recambio nube de algodón,"5,45€",UNIDAD,"5,45€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw71a33d59/Assets/050125_C1C1/large/0/4/5/4/04545ed6e463dac4660eb8c58e3062c3eaa9ee96_050125_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Limpieza,,AHORRAMAS
Lenteja extra 1 kg,"8,45",KILO,"3,76 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A02605_00.jpg?t=20241106030340,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Mermelada rapsodia de higo 284g,"37,50",KILO,"4,35 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A74263_00.jpg?t=20241109030021,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Ginebra con sabor a limón mediterráneo Bombay botella 70 cl,19.99,LITRO,28.56,,"Frutas deshidratadas, jarabe de agave, nueces",Gin,Bebidas,DIA,Dia
Gel fijador Giorgi 170 ml Efecto mojado,"1,74€",100 ML.,"2,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw323a51b6/Assets/074319_C1C1/large/c/c/0/2/cc02677e303e31c8bc7b9b6f6565b93543d41d4d_074319_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Tónica zero Schweppes botella 1l,"1,70€",LITRO,"1,70€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw5a08d195/Assets/050793_C1C1/large/a/6/7/5/a675f6963f51c33799b120cde0a3a1aaa7b3626f_050793_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,AHORRAMAS
Queso viejo tostado Cerrato 3kg,"14,03€",Kg,"14,03€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwb480adfa/Assets/055860_C1C1/large/2/1/c/8/21c8d303155fbcf365eebf5df2d5f753654a20bb_055860_C1C1.jpeg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Queso de oveja viejo Alipende,"15,81€",Kg,"15,81€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw79bf15fb/Assets/069142_C1C1/large/6/d/b/3/6db3f2c8d17ba27556df69ed819d9ddb1ce8fb6e_069142_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,AHORRAMAS
Tomate frito 400 g,"37,50",KILO,"1,46 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A01418_00.jpg?t=20241106030351,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Bebida energética sabor sandía 25 cl,"6,95",LITRO,"1,59 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A63496_00.jpg?t=20241108030117,"Agua carbonatada, extracto de frutas, azúcar, colorantes",,Bebidas,,BM
Calabacín fries Maheso 300g,"8,30€",KILO,"2,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw4ccd638d/Assets/08410705070864_C1C1/large/7/2/b/a/72baa528fa8cccd11041ed98a119946f8bfea215_08410705070864_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Congelados,,AHORRAMAS
Yogur Danone Pack 4 Galleta,"1,98€",KILO,"0,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw4d15654d/Assets/072887_C1C1/large/4/7/b/f/47bf5c0fce8a045b88afc7e9945d8e950deb7bf6_072887_C1C1.jpg?sw=400&sh=900&sm=fit,"Leche de almendras, azúcar, estabilizantes, sal",,Lacteos,,AHORRAMAS
Yogur desnatado 4x125 g,"4,95",KILO,"2,50 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-localMarket.png,"Leche de almendras, azúcar, estabilizantes, sal",,Lacteos,,BM
Insecticida pulsera perfumada citronella Lumar Talla S,"1,00€",UNIDAD,"1,00€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw9f353bdb/Assets/063265_C1C1/large/a/1/a/e/a1ae1b08e7cda68aa3efe3bf464833342afb12e1_063265_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Limpieza,,AHORRAMAS
Pizza barbacoa 390 g,"23,25",KILO,"4,70 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159432,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Patatas prefritas Ecofrost tradición 1kg,"1,98€",KILO,"1,98€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw576a3065/Assets/038929_C1C1/large/5/8/3/8/5838c923570254036d561b46b349fd30cf1deeac_038929_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Congelados,,AHORRAMAS
Bebida espirituosa Veterano 1l,"8,79€",LITRO,"8,79€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw46443955/Assets/081060_C1C1/large/e/7/e/6/e7e60cccadf61d96d9f661e5a4de9fba907e1ae3_081060_C1C1.jpg?sw=400&sh=900&sm=fit,"Agua carbonatada, extracto de frutas, azúcar, colorantes",,Bebidas,,AHORRAMAS
Maquinilla desechable mujer Wilkinson blister 4 unidades,4.25,UNIDAD,1.06,,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,DIA,Dia
Yogur cremoso con cereza y granola Dia Láctea vaso 230 g,1.41,KILO,6.13,,"Leche desnatada, calcio, vitaminas D y B12",Yogur con cerezas y muesli tipo granola.,Lacteos,DIA,Dia
Cera depilatoria divina Taky 100ml facial especial microondas,"7,59€",100 ML.,"7,59€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw11de0217/Assets/046887_C1C1/large/e/c/5/6/ec56653f782bdcf04bf0739f6abb0775299352ce_046887_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Lomos merluza Pescanova 325g romana,"15,54€",KILO,"5,05€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwe067da12/Assets/055956_C1C1/large/7/7/a/4/77a43783130903442e34a57c07ac0f0c3212b005_055956_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Congelados,,AHORRAMAS
